Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
01/08/2014,Credit reporting,,Incorrect information on credit report,Account status,,,"EQUIFAX, INC.",CA,92240,,N/A,Web,01/08/2014,Closed with non-monetary relief,Yes,No,658791
04/17/2015,Credit reporting,,Incorrect information on credit report,Public record,,,"EQUIFAX, INC.",NJ,08344,,Consent not provided,Web,04/17/2015,Closed with explanation,Yes,Yes,1335771
03/31/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,30281,,N/A,Referral,04/04/2016,Closed with explanation,Yes,No,1859379
03/01/2017,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Trouble with how payments are handled,,,AES/PHEAA,,,,N/A,Referral,03/08/2017,Closed with explanation,Yes,No,2367674
03/23/2017,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,This is a matter of false claims and it does have to with other violations that have been committed here and everyone also involved in this matter.as documented evidence proves which I am more then happy to sit down to discuss this with an agent like I have with the OIG because since there is fraud alleged here and a lot of retaliation has occurred here it would be best for me to meet with and sit down with a federal so the agent can see for them self to what is going on here and what I have been through to date.,Company believes it acted appropriately as authorized by contract or law,"Credit Services of Oregon, Inc.",OR,974XX,,Consent provided,Web,03/23/2017,Closed with explanation,Yes,Yes,2400170
01/27/2016,Credit reporting,,Incorrect information on credit report,Public record,Equifax is refusing to remove the CH XXXX bankruptcy from my credit file. I filed back in XXXX XXXX so the public record should have been removed on XXXX XXXX. I called them last week and I was told that they would not remove it and would stay on my file until XXXX XXXX.,,"EQUIFAX, INC.",TX,786XX,,Consent provided,Web,01/27/2016,Closed with explanation,Yes,Yes,1761051
08/18/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,FL,33521,,N/A,Referral,08/22/2016,Closed with explanation,Yes,No,2070214
11/09/2012,Credit card,,Billing statement,,,,"CITIBANK, N.A.",TX,75039,Older American,N/A,Web,11/13/2012,Closed with non-monetary relief,Yes,No,188625
11/06/2012,Credit card,,Closing/Cancelling account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,95073,,N/A,Fax,11/08/2012,Closed with explanation,Yes,No,185270
03/05/2017,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt resulted from identity theft,"I 've sent multiple letters to this agency about this not being my account. After being advised by identitytheft.gov I 've completed and sent a fraud affidavit via certified mail. I can see they received it but nothing has changed. See supporting documents. even the USPS tracking. 

I am a victim of identity theft and noticed a collection from NCC BUSINESS SERVICES I 've attempted to dispute multiple times however no response on their end. Not sure what else to do. Police department told me to contact the federal trade commision which I wrote a formal complaint against NCC BUSINESS SERVICES in regards to this matter. The FTC also instructed me to complete a id theft affidavit through identity theft.gov. Attached is my document. Thank you",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"NCC Business Services, Inc.",TX,775XX,,Consent provided,Web,03/05/2017,Closed with explanation,Yes,No,2372209
10/25/2012,Credit reporting,,Incorrect information on credit report,Account status,,,Experian Information Solutions Inc.,NH,03038,,N/A,Web,10/26/2012,Closed with explanation,Yes,No,178248
12/14/2013,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,,TD BANK US HOLDING COMPANY,CA,92262,Older American,N/A,Web,12/19/2013,Closed with explanation,Yes,No,633913
06/11/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,NATIONSTAR MORTGAGE,FL,33607,,N/A,Web,06/12/2013,Closed with explanation,Yes,No,429204
07/06/2012,Mortgage,Second mortgage,"Loan modification,collection,foreclosure",,,,JPMORGAN CHASE & CO.,OH,44240,,N/A,Postal mail,07/10/2012,Closed with explanation,Yes,No,113185
05/22/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,I recently sent a letter to this company asking for them to stop contacting me in regards to whatever it is that they keep calling me about because I have no idea what it pertains to.,,"AMCOL Systems, Inc.",TX,775XX,,Consent provided,Web,05/22/2015,Closed with explanation,No,No,1389269
07/03/2014,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,CAPITAL ONE FINANCIAL CORPORATION,UT,84003,,N/A,Web,07/03/2014,Closed with explanation,Yes,Yes,922989
04/05/2016,Consumer Loan,Installment loan,Problems when you are unable to pay,,,,KEYCORP,IL,60130,,Consent not provided,Web,04/06/2016,Closed with explanation,Yes,No,1862223
01/31/2017,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,TD BANK US HOLDING COMPANY,TX,79703,Older American,Other,Web,02/03/2017,Closed with explanation,Yes,No,2320485
01/09/2017,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,"I am a currently a XXXX ( not working ) and XXXX. Ten years ago The State of California Department of Rehabilitation and I entered into an agreement that they would retool me for working from home. In the process of their program, I ran to the limit of Federal Education Loans, and took a Private Student Loan from Sallie Mae. The State had promised to find me work upon completing their program. My XXXX conditions worsened, and the State of California released XXXX XXXX individuals ( I being one of them ) from its program to "" save money '' for the State ( at that time in bad fiscal condition ). My Federal Loans were forgiven as part of my deteriorating XXXX situation, but Sallie Mae would not forgive my loans based on the fact that I knew I was XXXX when I applied for the loan ( even though that was not a factor in the application ). When I explained that my health had continued to disintegrate, they refused to accept this despite letters from my medical providers. My loan continues to grow with fees. I have no savings or any means to repay XXXX or settle with them. Also, I now have the XXXX loan on my credit report. This is a very black mark as I am definitely not a shirker of my responsibilities -- having once been an educator at the university level. I repaid my earlier XXXX loans. However, my current income ( {$1600.00} a month ) is hardly covering my living expenses. I did not get the opportunity to try to work because of the economic downturn. I had to go bankrupt because of accumulated medical expenses from the period that I could n't get insurance because I had preexisting conditions. I am an XXXX XXXX, and I ca n't get any kind of credit line to boost my credit worthiness ( for renting ) because of the bankruptcy, and, more significantly because of the student loan non-repayment. Sallie Mae has been horrible about this ( well-documented by others in a similar position ). I am now "" in collection, '' but have nothing they can levy. I have been unable to work since 1995, and the State of California 's rehab opportunity that they would find me work did not materialize. I feel Sallie Mae has violated my rights as a XXXX individual. I have stopped communicating with them as it seems a hopeless situation.",,"Navient Solutions, LLC.",CA,946XX,"Older American, Servicemember",Consent provided,Web,01/31/2017,Closed with explanation,Yes,No,2281339
01/11/2012,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NC,27539,,N/A,Web,01/11/2012,Closed without relief,Yes,Yes,12560
01/04/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMORGAN CHASE & CO.,FL,33559,,N/A,Postal mail,01/04/2013,Closed with explanation,Yes,No,221870
04/20/2017,Bank account or service,Checking account,Deposits and withdrawals,,,Company believes it acted appropriately as authorized by contract or law,SCHOOLSFIRST FEDERAL CREDIT UNION,CA,92694,,Consent not provided,Web,04/20/2017,Closed with explanation,Yes,No,2444609
09/22/2014,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,WELLS FARGO & COMPANY,GA,30339,,N/A,Web,09/22/2014,Closed with explanation,Yes,No,1038445
12/03/2014,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,NATIONSTAR MORTGAGE,FL,33035,,N/A,Web,12/03/2014,Closed with explanation,Yes,Yes,1140857
